Transcript,Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT4G12730.1,AT4G12730,FLA2,1.51,DOWN,31.15,0.2015,fasciclin-like arabinogalactan protein 2
AT4G12800.1,AT4G12800,PSAL,1.86,DOWN,1304.68,0.0011,photosystem I reaction center subunit XI
AT4G12880.1,AT4G12880,ENODL19,1.78,DOWN,42.02,0.3830,early nodulin-like protein 19
AT4G12880.2,AT4G12880,ENODL19,4.89,DOWN,21.48,0.5369,early nodulin-like protein 19
AT4G12970.1,AT4G12970,STOMAGEN,2.29,DOWN,35.84,0.4822,epidermal patterning factor-like protein 9
AT4G12980.1,AT4G12980,,2.09,DOWN,9.63,0.3945,putative auxin-responsive protein
AT4G13010.1,AT4G13010,,2.05,DOWN,17.04,0.1405,putative quinone-oxidoreductase-like protein
AT4G13020.5,AT4G13020,MHK,4.19,UP,8.49,0.2148,serine/threonine-protein kinase MHK
AT4G13040.2,AT4G13040,,15.59,UP,8.91,0.5672,Ethylene-responsive transcription factor-like protein
AT4G13170.1,AT4G13170,,1.83,DOWN,41.10,0.1146,60S ribosomal protein L13a-3
AT4G13180.1,AT4G13180,,6.08,DOWN,26.69,0.1102,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G13200.1,AT4G13200,,1.16,DOWN,11.56,1,uncharacterized protein
AT4G13220.1,AT4G13220,,1.33,UP,13.51,0.9351,uncharacterized protein
AT4G13250.1,AT4G13250,NYC1,228.86,UP,12.02,0.5672,chlorophyll(ide) b reductase
AT4G13250.2,AT4G13250,NYC1,1.65,DOWN,9.62,0.6933,chlorophyll(ide) b reductase
AT4G13270.1,AT4G13270,,1.52,DOWN,19.93,0.5672,late embryogenesis abundant hydroxyproline-rich glycoprotein
AT4G13340.1,AT4G13340,,1.25,DOWN,18.77,0.5672,leucine-rich repeat extensin-like protein 3
AT4G13350.1,AT4G13350,NIG,2.66,UP,6.88,0.5672,NSP (nuclear shuttle protein)-interacting GTPase
AT4G13360.1,AT4G13360,,1.86,UP,8.38,0.4513,3-hydroxyisobutyryl-CoA hydrolase-like protein 3
AT4G13390.1,AT4G13390,,2.80,DOWN,28.23,0.0011,Proline-rich extensin-like family protein
AT4G13495.1,AT4G13495,,2.02,UP,7.00,0.7300,other RNA
AT4G13495.2,AT4G13495,,1.24,DOWN,33.14,0.7550,other RNA
AT4G13500.1,AT4G13500,,2.11,DOWN,34.10,0.3755,uncharacterized protein
AT4G13510.1,AT4G13510,AMT1,1.11,DOWN,22.43,0.9996,ammonium transporter 1;1
AT4G13520.1,AT4G13520,SMAP1,2.03,DOWN,175.98,0.0098,small acidic protein 1
AT4G13530.1,AT4G13530,,1.07,UP,15.38,1,uncharacterized protein
AT4G13530.2,AT4G13530,,2.39,UP,14.69,0.6433,uncharacterized protein
AT4G13590.1,AT4G13590,,5.04,UP,8.61,0.5008,uncharacterized protein
AT4G13590.2,AT4G13590,,738.04,DOWN,3.70,0.5672,uncharacterized protein
AT4G13615.1,AT4G13615,,1.21,DOWN,289.79,0.6050,uncharacterized protein
AT4G13670.1,AT4G13670,PTAC5,1.34,UP,21.48,0.5672,protein plastid transcriptionally active 5
AT4G13770.1,AT4G13770,CYP83A1,1.90,DOWN,55.77,0.0046,cytochrome P450 83A1
AT4G13780.1,AT4G13780,,1.00,UP,8.13,1,methionyl-tRNA synthetase
AT4G13830.2,AT4G13830,J20,1.62,UP,47.80,0.2112,chaperone protein dnaJ 20
AT4G13840.1,AT4G13840,,1.60,DOWN,77.82,0.0021,HXXXD-type acyl-transferase-like protein
AT4G13850.1,AT4G13850,GR-RBP2,14.30,DOWN,74.89,0.4265,glycine-rich RNA-binding protein 2
AT4G13850.2,AT4G13850,GR-RBP2,2142.18,UP,8.21,0.6892,glycine-rich RNA-binding protein 2
AT4G13850.3,AT4G13850,GR-RBP2,1408.21,UP,40.07,0.5672,glycine-rich RNA-binding protein 2
AT4G13850.4,AT4G13850,GR-RBP2,3.93,DOWN,31.61,0.6490,glycine-rich RNA-binding protein 2
AT4G13930.1,AT4G13930,SHM4,1.65,DOWN,62.14,0.0011,serine hydroxymethyltransferase 4
AT4G13940.1,AT4G13940,HOG1,1.59,DOWN,160.25,0.0011,adenosylhomocysteinase 1
AT4G13940.2,AT4G13940,HOG1,1356.85,DOWN,71.03,0.5672,adenosylhomocysteinase 1
AT4G14000.1,AT4G14000,,2.42,DOWN,8.10,0.4606,Putative methyltransferase family protein
AT4G14010.1,AT4G14010,RALFL32,17.09,DOWN,36.19,0.1394,protein ralf-like 32
AT4G14020.1,AT4G14020,,1.85,DOWN,37.54,0.3965,Rapid alkalinization factor (RALF) family protein
AT4G14030.1,AT4G14030,SBP1,1.06,DOWN,28.68,1,putative selenium-binding protein
AT4G14030.2,AT4G14030,SBP1,1.03,UP,30.52,1,putative selenium-binding protein
AT4G14040.1,AT4G14040,EDA38,2.50,DOWN,40.89,0.0011,selenium-binding protein 2
AT4G14070.1,AT4G14070,AAE15,4.14,UP,7.76,0.0854,long-chain acyl-CoA synthetase
AT4G14100.1,AT4G14100,,1.21,UP,10.91,1,transferase-like protein
AT4G14110.1,AT4G14110,FUS7,1.36,DOWN,9.60,0.9020,COP9 signalosome complex subunit 8
AT4G14130.1,AT4G14130,XTR7,2.84,DOWN,9.04,0.2307,xyloglucan:xyloglucosyl transferase
AT4G14145.1,AT4G14145,,3.45,DOWN,7.60,0.3893,uncharacterized protein
AT4G14160.2,AT4G14160,,1.97,DOWN,8.84,0.5879,sec23/sec24-like transport protein
AT4G14230.1,AT4G14230,,2.13,UP,7.54,0.3980,CBS domain-containing protein with a domain of unknown function (DUF21)
AT4G14240.1,AT4G14240,,29.12,UP,5.99,0.5366,CBS and DUF21 domain-containing protein
AT4G14270.1,AT4G14270,,2.00,DOWN,34.81,0.5672,Polyadenylate-binding protein-interacting protein 2
AT4G14270.2,AT4G14270,,14946.45,UP,9.70,0.6760,Polyadenylate-binding protein-interacting protein 2
AT4G14320.1,AT4G14320,,2.22,DOWN,331.86,0.0011,60S ribosomal protein L36a
AT4G14342.1,AT4G14342,,1.04,DOWN,59.96,1,splicing factor 3B subunit 5
AT4G14360.1,AT4G14360,,1.33,DOWN,6.32,0.7596,putative methyltransferase PMT3
AT4G14410.2,AT4G14410,bHLH104,1.73,DOWN,22.43,0.2499,transcription factor bHLH104
AT4G14420.1,AT4G14420,,1.66,DOWN,30.92,0.3762,HR-like lesion-inducing protein-like protein
AT4G14430.1,AT4G14430,ECHIB,2.46,DOWN,33.33,0.0345,indole-3-butyric acid response 10
AT4G14500.1,AT4G14500,,1.58,DOWN,9.22,0.5347,SRPBCC ligand-binding domain-containing protein
AT4G14540.1,AT4G14540,NF-YB3,1.30,DOWN,40.83,0.7106,nuclear transcription factor Y subunit B-3
AT4G14615.1,AT4G14615,,1.68,DOWN,22.78,0.5825,uncharacterized protein
AT4G14746.1,AT4G14746,,3.94,DOWN,8.50,0.3357,uncharacterized protein
AT4G14800.1,AT4G14800,PBD2,1.30,DOWN,37.13,0.6251,proteasome subunit beta type-2-B
AT4G14870.1,AT4G14870,SECE1,1.20,UP,37.14,0.8566,secE/sec61-gamma protein transport protein
AT4G14880.1,AT4G14880,OLD3,1.54,DOWN,75.38,0.1226,cysteine synthase
AT4G14880.2,AT4G14880,OLD3,1.84,UP,17.37,0.7119,cysteine synthase
AT4G14890.1,AT4G14890,FdC2,3.54,DOWN,98.70,0.0083,ferredoxin
AT4G14900.1,AT4G14900,,1.66,DOWN,18.94,0.1504,FRIGIDA-like protein
AT4G14910.3,AT4G14910,HISN5B,1.73,DOWN,9.53,0.5672,Imidazoleglycerol-phosphate dehydratase 2
AT4G14960.1,AT4G14960,TUA6,3778.58,DOWN,15.41,0.5672,tubulin alpha-6 chain
AT4G14960.2,AT4G14960,TUA6,2.29,DOWN,115.49,0.0011,tubulin alpha-6 chain
AT4G14965.1,AT4G14965,AtMAPR4,2.31,UP,9.10,0.4138,membrane-associated progesterone binding protein 4
AT4G15000.1,AT4G15000,,2.61,DOWN,149.32,0.0130,60S ribosomal protein L27-3
AT4G15000.2,AT4G15000,,1.14,UP,179.40,0.9847,60S ribosomal protein L27-3
AT4G15110.1,AT4G15110,CYP97B3,1.91,UP,15.51,0.1570,cytochrome P450 97B3
AT4G15160.1,AT4G15160,,3.43,DOWN,8.68,0.5672,bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT4G15248.1,AT4G15248,,3.99,UP,9.95,0.4385,B-box type zinc finger-containing protein
AT4G15258.1,AT4G15258,SNOR37-2,1.69,DOWN,1782.27,0.5719,SNOR37-2snoRNA
AT4G15390.1,AT4G15390,,1.16,DOWN,15.13,0.9703,HXXXD-type acyl-transferase family protein
AT4G15470.1,AT4G15470,,1.05,UP,40.69,1,BI1-like protein
AT4G15490.1,AT4G15490,UGT84A3,1.49,DOWN,8.72,0.5765,UDP-glycosyltransferase-like protein
AT4G15510.3,AT4G15510,,3.58,DOWN,9.49,0.5438,PsbP domain-containing protein 1
AT4G15530.2,AT4G15530,PPDK,1.99,UP,11.71,0.0664,pyruvate; phosphate dikinase 1
AT4G15545.1,AT4G15545,,1.05,UP,59.64,1,uncharacterized protein
AT4G15550.1,AT4G15550,IAGLU,1.01,UP,25.15,1,indole-3-acetate beta-D-glucosyltransferase
AT4G15560.1,AT4G15560,DEF,1.05,UP,61.72,1,Deoxyxylulose-5-phosphate synthase
AT4G15610.1,AT4G15610,,2.00,DOWN,22.67,0.2720,uncharacterized protein
AT4G15620.1,AT4G15620,,2.48,UP,12.18,0.5507,uncharacterized protein
AT4G15630.1,AT4G15630,,2.62,DOWN,33.42,0.1616,uncharacterized protein
AT4G15760.1,AT4G15760,MO1,1.25,DOWN,19.23,0.7466,monooxygenase 1
AT4G15770.1,AT4G15770,,2.76,DOWN,12.54,0.4879,RNA binding protein
AT4G15780.1,AT4G15780,ATVAMP724,1.02,DOWN,38.88,1,vesicle-associated membrane protein 724
AT4G15800.1,AT4G15800,RALFL33,3.87,DOWN,41.12,0.1045,protein ralf-like 33
AT4G15802.1,AT4G15802,HSBP,1.05,DOWN,56.97,1,heat shock factor binding protein
AT4G15900.1,AT4G15900,PRL1,1.32,DOWN,10.97,0.6234,protein pleiotropic regulatory locus 1
AT4G15910.1,AT4G15910,ATDI21,2.96,DOWN,38.01,0.1215,drought-induced 21 protein
AT4G15920.1,AT4G15920,AtSWEET17,3.68,DOWN,20.18,0.2293,nodulin MtN3-like protein
AT4G15930.1,AT4G15930,,2.04,UP,57.27,0.0668,dynein light chain LC8-type
AT4G16060.1,AT4G16060,,5.82,UP,7.77,0.4198,uncharacterized protein
AT4G16141.1,AT4G16141,,1.88,UP,8.08,0.5672,GATA type zinc finger transcription factor family protein
AT4G16143.1,AT4G16143,IMPA-2,1.43,DOWN,20.40,0.4143,importin alpha isoform 2
AT4G16146.1,AT4G16146,,1.23,DOWN,11.03,1,cAMP-regulated phosphoprotein 19-related protein
AT4G16150.1,AT4G16150,,2.14,UP,4.51,0.2176,calmodulin-binding transcription activator 5
AT4G16155.1,AT4G16155,,1.92,UP,9.43,0.1883,dihydrolipoyl dehydrogenase
AT4G16190.1,AT4G16190,,1.17,UP,88.45,0.4923,Papain family cysteine protease
AT4G16240.1,AT4G16240,,2.41,DOWN,203.20,0.8363,uncharacterized protein
AT4G16260.1,AT4G16260,,2.34,UP,7.27,0.4284,catalytic/ cation binding / hydrolase
AT4G16370.1,AT4G16370,ATOPT3,1.92,DOWN,34.47,0.0011,oligopeptide transporter
AT4G16380.1,AT4G16380,,1.64,DOWN,11.74,0.5875,metal ion binding protein
AT4G16390.1,AT4G16390,SVR7,1.57,DOWN,8.84,0.4230,pentatricopeptide repeat-containing protein
AT4G16430.1,AT4G16430,,1.26,DOWN,7.30,0.8034,transcription factor bHLH3
AT4G16442.1,AT4G16442,,1.99,DOWN,6.99,0.6953,uncharacterized protein
AT4G16450.1,AT4G16450,,1.50,DOWN,95.58,0.8032,uncharacterized protein
AT4G16450.2,AT4G16450,,2.07,DOWN,33.25,0.9013,uncharacterized protein
AT4G16490.1,AT4G16490,,1.56,DOWN,29.16,0.1497,armadillo/beta-catenin-like repeat-containing protein
AT4G16500.1,AT4G16500,,2.98,DOWN,49.56,0.1164,cysteine proteinase inhibitor 4
AT4G16515.1,AT4G16515,RGF6,2.10,DOWN,32.74,0.3844,uncharacterized protein
AT4G16520.1,AT4G16520,ATG8F,1.05,DOWN,129.07,1,autophagy-related protein 8f
AT4G16695.2,AT4G16695,,3235.46,DOWN,13.56,0.6027,uncharacterized protein
AT4G16695.3,AT4G16695,,1.86,UP,8.00,0.8598,uncharacterized protein
AT4G16710.1,AT4G16710,,66.94,UP,5.97,0.5672,beta-1;4-N-acetylglucosaminyltransferase
AT4G16720.1,AT4G16720,,1.96,DOWN,165.52,0.0011,60S ribosomal protein L15-1
AT4G16760.1,AT4G16760,ACX1,961.01,UP,8.01,0.5672,peroxisomal acyl-coenzyme A oxidase 1
AT4G16760.2,AT4G16760,ACX1,3405.04,DOWN,6.72,0.5672,peroxisomal acyl-coenzyme A oxidase 1
AT4G16830.1,AT4G16830,,49637.33,DOWN,10.97,0.5672,hyaluronan / mRNA binding domain-containing protein
AT4G16830.2,AT4G16830,,794.28,DOWN,7.86,0.5672,hyaluronan / mRNA binding domain-containing protein
AT4G16830.3,AT4G16830,,616.25,UP,4.43,0.6890,hyaluronan / mRNA binding domain-containing protein
AT4G16980.1,AT4G16980,,2.18,DOWN,429.92,0.0011,arabinogalactan family protein
AT4G16990.2,AT4G16990,RLM3,2.71,UP,13.80,0.0141,resistance to leptosphaeria maculans 3 protein
AT4G17030.1,AT4G17030,EXPR,1.65,DOWN,8.95,0.6827,expansin-like B1
AT4G17040.1,AT4G17040,CLPR4,1.95,UP,38.76,0.0406,ATP-dependent Clp protease proteolytic subunit-related protein 4
AT4G17050.1,AT4G17050,UGLYAH,1.24,DOWN,11.06,0.9144,ureidoglycine aminohydrolase
AT4G17070.1,AT4G17070,,1.95,DOWN,7.76,0.4509,peptidyl-prolyl cis-trans isomerase
AT4G17085.1,AT4G17085,,2.77,DOWN,70.93,0.1890,Putative membrane lipoprotein
AT4G17090.1,AT4G17090,BMY8,2.93,UP,41.66,0.0011,beta-amylase 3
AT4G17100.1,AT4G17100,,1.44,DOWN,9.78,0.5914,uncharacterized protein
AT4G17100.2,AT4G17100,,6714.01,UP,4.06,0.5672,uncharacterized protein
AT4G17170.1,AT4G17170,AT-RAB2,1.53,DOWN,33.66,0.3345,RAB GTPase homolog B1C
AT4G17190.1,AT4G17190,FPS2,1.63,UP,9.88,0.5991,farnesyl diphosphate synthase 2
AT4G17215.1,AT4G17215,,4.29,DOWN,11.16,0.2870,Pollen Ole e 1 allergen and extensin family protein
AT4G17230.1,AT4G17230,SCL13,1.52,DOWN,5.35,0.6115,protein scarecrow-like 13
AT4G17245.1,AT4G17245,,6.23,DOWN,86.83,0.0158,RING/U-box domain-containing protein
AT4G17270.1,AT4G17270,,1.01,UP,12.05,1,putative MO25-like protein
AT4G17300.1,AT4G17300,NS1,1.06,DOWN,6.84,1,asparaginyl-tRNA synthetase
AT4G17330.1,AT4G17330,ATG2484-1,5.69,UP,4.58,0.0091,G2484-1 protein
AT4G17340.1,AT4G17340,TIP2,1.72,DOWN,80.85,0.0137,putative aquaporin TIP2-2
AT4G17390.1,AT4G17390,,1.59,DOWN,130.20,0.0011,60S ribosomal protein L15-2
AT4G17520.1,AT4G17520,,1.41,UP,50.93,0.1514,plasminogen activator inhibitor 1 RNA-binding protein
AT4G17530.1,AT4G17530,RAB1C,1.18,DOWN,46.40,0.8763,RAB GTPase homolog 1C
AT4G17560.1,AT4G17560,,1.19,DOWN,67.03,0.5672,50S ribosomal protein L19-1
AT4G17600.1,AT4G17600,LIL3:1,1.24,UP,45.51,0.6746,chlorophyll A-B binding protein
AT4G17620.1,AT4G17620,,19.75,UP,5.46,0.5347,protein Dom3z-like protein
AT4G17640.1,AT4G17640,CKB2,1.71,UP,10.11,0.4793,casein kinase 2 subunit beta'
AT4G17650.1,AT4G17650,,1.17,DOWN,8.98,1,Polyketide cyclase / dehydrase and lipid transport protein
AT4G17720.1,AT4G17720,,4.34,UP,10.54,0.1346,RNA recognition motif-containing protein
AT4G17740.2,AT4G17740,,3.93,UP,7.28,0.5311,Peptidase S41 family protein
AT4G17790.1,AT4G17790,,1.26,DOWN,9.05,0.9968,SNARE associated Golgi protein
AT4G17800.1,AT4G17800,,1.48,DOWN,8.58,0.7301,putative AT-hook DNA-binding family protein
AT4G17810.1,AT4G17810,,3.08,DOWN,10.44,0.2882,C2H2 and C2HC zinc finger-containing protein
AT4G17840.1,AT4G17840,,1.42,UP,19.96,0.5380,uncharacterized protein
AT4G17870.1,AT4G17870,PYR1,2.45,DOWN,40.13,0.1110,abscisic acid receptor PYR1
AT4G17890.1,AT4G17890,AGD8,6.33,UP,5.20,0.2525,putative ADP-ribosylation factor GTPase-activating protein AGD8
AT4G17900.2,AT4G17900,,2.00,UP,7.10,0.5751,PLATZ transcription factor family protein
AT4G17940.1,AT4G17940,,1.02,UP,32.38,1,tetratricopeptide repeat domain-containing protein
AT4G17950.1,AT4G17950,,3.95,DOWN,6.18,0.1064,AT hook motif DNA-binding family protein
AT4G18010.2,AT4G18010,IP5PII,3.89,UP,7.42,0.2266,Type I inositol-1;4;5-trisphosphate 5-phosphatase 2
AT4G18030.1,AT4G18030,,1.58,UP,18.53,0.1429,putative methyltransferase PMT14
AT4G18040.1,AT4G18040,EIF4E,1.04,DOWN,25.21,1,translation initiation factor eIF-4E
AT4G18070.4,AT4G18070,,2.75,DOWN,6.46,0.5763,uncharacterized protein
AT4G18100.1,AT4G18100,,1.83,DOWN,297.46,0.0011,60S ribosomal protein L32-1
AT4G18120.2,AT4G18120,ML3,9.23,UP,3.89,0.2381,protein MEI2-like 3
AT4G18230.1,AT4G18230,,5.15,DOWN,6.97,0.4571,beta-1;4-N-acetylglucosaminyltransferase
AT4G18370.1,AT4G18370,HHOA,1.45,UP,11.78,0.6149,protease Do-like 5
AT4G18380.2,AT4G18380,,3.40,DOWN,5.55,0.3374,F-box protein
AT4G18390.2,AT4G18390,TCP2,4.14,DOWN,4.86,0.1559,transcription factor TCP2
AT4G18480.1,AT4G18480,CHL11,1.29,UP,88.80,0.1727,magnesium-chelatase subunit chlI
AT4G18570.1,AT4G18570,,1.27,DOWN,9.17,0.7512,uncharacterized protein
AT4G18670.1,AT4G18670,,1.17,UP,18.26,0.6555,leucine-rich repeat extensin-like protein 5
AT4G18700.1,AT4G18700,CIPK12,1.12,DOWN,15.93,0.9951,CBL-interacting serine/threonine-protein kinase 12
AT4G18710.1,AT4G18710,BIN2,2.28,DOWN,32.61,0.0062,Shaggy-related protein kinase eta
AT4G18760.1,AT4G18760,AtRLP51,1.73,DOWN,19.26,0.2203,receptor like protein 51
AT4G18810.1,AT4G18810,,2.10,UP,14.46,0.0832,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G18930.1,AT4G18930,,2.00,UP,10.86,0.5342,cyclic phosphodiesterase
AT4G18970.1,AT4G18970,,1.01,DOWN,19.28,1,GDSL esterase/lipase
AT4G19003.1,AT4G19003,VPS25,3.51,DOWN,10.05,0.5640,vacuolar protein sorting-associated protein 25
AT4G19030.1,AT4G19030,NLM1,3.77,DOWN,8.43,0.3866,aquaporin NIP1-1
AT4G19100.1,AT4G19100,PAM68,1.38,UP,10.52,0.9702,uncharacterized protein
AT4G19110.1,AT4G19110,,1.10,UP,10.90,1,putative serine/threonine protein kinase
AT4G19120.2,AT4G19120,ERD3,1.13,UP,9.04,1,putative methyltransferase PMT21
AT4G19150.1,AT4G19150,,2.72,UP,13.09,0.2023,ankyrin repeat-containing protein
AT4G19170.1,AT4G19170,NCED4,1.48,DOWN,45.34,0.0773,putative carotenoid cleavage dioxygenase 4
AT4G19200.1,AT4G19200,,3.73,DOWN,74.34,0.0011,proline-rich family protein
AT4G19210.1,AT4G19210,ATRLI2,1.21,DOWN,24.26,0.6099,ABC transporter E family member 2
AT4G19390.1,AT4G19390,,1.64,DOWN,7.24,0.7155,uncharacterized protein
AT4G19420.2,AT4G19420,,253953.13,UP,5.35,0.5672,putative Pectinacetylesterase
AT4G19640.1,AT4G19640,ATRAB5B,1.11,DOWN,32.43,1,Ras-related small GTP-binding family protein
AT4G19690.1,AT4G19690,IRT1,2.74,DOWN,12.29,0.5672,Fe(2+) transport protein 1
AT4G19690.2,AT4G19690,IRT1,1.82,DOWN,5.61,0.9626,Fe(2+) transport protein 1
AT4G19710.2,AT4G19710,AK-HSDH,3.01,UP,5.96,0.5672,bifunctional aspartokinase/homoserine dehydrogenase 1
AT4G19840.1,AT4G19840,ATPP2-A1,1.03,DOWN,29.87,1,protein PHLOEM protein 2-LIKE A1
AT4G19860.1,AT4G19860,,1.18,DOWN,15.78,0.8224,Lecithine-cholesterol acyltransferase-like 4
AT4G19880.1,AT4G19880,,1.67,UP,18.24,0.4305,Intracellular chloride channel-like protein
AT4G20020.2,AT4G20020,,20022.35,DOWN,4.50,0.5672,uncharacterized protein
AT4G20030.1,AT4G20030,,2.54,DOWN,9.42,0.6552,RNA recognition motif-containing protein
AT4G20070.1,AT4G20070,ATAAH,1.30,UP,16.91,0.6890,allantoate deiminase
AT4G20110.1,AT4G20110,VSR3,3.16,UP,5.29,0.1618,vacuolar-sorting receptor 7
AT4G20150.1,AT4G20150,,1.76,DOWN,151.49,0.0481,uncharacterized protein
AT4G20260.1,AT4G20260,PCAP1,3.97,UP,25.74,0.4306,plasma-membrane associated cation-binding protein 1
AT4G20260.4,AT4G20260,PCAP1,6.07,DOWN,41.44,0.5326,plasma-membrane associated cation-binding protein 1
AT4G20260.6,AT4G20260,PCAP1,2.04,UP,7.05,0.7133,plasma-membrane associated cation-binding protein 1
AT4G20300.2,AT4G20300,,1.39,UP,11.96,0.5672,uncharacterized protein
AT4G20330.1,AT4G20330,,1.07,DOWN,7.46,1,Transcription initiation factor TFIIE; beta subunit
AT4G20360.1,AT4G20360,ATRAB8D,2.06,DOWN,680.40,0.0011,Elongation factor Tu
AT4G20380.4,AT4G20380,LSD1,6.05,UP,6.31,0.6367,zinc finger protein LSD1
AT4G20390.1,AT4G20390,,8.84,DOWN,13.70,0.4305,uncharacterized protein
AT4G20410.1,AT4G20410,GSNAP,2.57,UP,9.90,0.4171,Gamma-soluble NSF attachment protein
AT4G20440.4,AT4G20440,SMB,3663.11,DOWN,6.22,0.5672,small nuclear ribonucleoprotein associated protein B
AT4G20480.1,AT4G20480,,1.35,UP,14.07,0.7360,Putative endonuclease or glycosyl hydrolase
AT4G20760.1,AT4G20760,,1.18,DOWN,11.49,1,Rossmann-fold NAD(P)-binding domain-containing protein
AT4G20780.1,AT4G20780,CML42,1.72,DOWN,17.79,0.4986,calcium-binding protein CML42
AT4G20830.1,AT4G20830,,5741.35,DOWN,3.29,0.5672,Reticuline oxidase-like protein
AT4G20830.2,AT4G20830,,1.05,DOWN,26.35,1,Reticuline oxidase-like protein
AT4G20850.1,AT4G20850,TPP2,3.23,UP,9.13,0.0011,tripeptidyl peptidase ii
AT4G20870.1,AT4G20870,ATFAH2,1.05,DOWN,13.61,1,fatty acid hydroxylase 2
AT4G20890.1,AT4G20890,TUB9,1.55,DOWN,23.01,0.1923,tubulin beta-9 chain
AT4G20980.4,AT4G20980,,3.22,UP,4.81,0.7574,translation initiation factor eIF-3 subunit 7
AT4G21105.1,AT4G21105,,2.19,DOWN,180.92,0.0205,Acytochrome-c oxidase/ electron carrier
AT4G21105.2,AT4G21105,,2.67,DOWN,16.41,0.7805,Acytochrome-c oxidase/ electron carrier
AT4G21110.1,AT4G21110,,1.11,UP,21.20,1,bud site selection protein 31
AT4G21140.1,AT4G21140,,4.07,UP,8.41,0.4468,uncharacterized protein
AT4G21150.2,AT4G21150,HAP6,3.75,DOWN,5.53,0.5442,ribophorin II (RPN2) family protein
AT4G21210.1,AT4G21210,RP1,4093.62,UP,15.93,0.5672,pyruvate; phosphate dikinase regulatory protein 1
AT4G21210.2,AT4G21210,RP1,4.87,DOWN,11.29,0.4702,pyruvate; phosphate dikinase regulatory protein 1
AT4G21280.1,AT4G21280,PSBQA,1.14,DOWN,560.87,0.1712,oxygen-evolving enhancer protein 3-1
AT4G21445.1,AT4G21445,,1.58,DOWN,13.52,0.7841,uncharacterized protein
AT4G21450.1,AT4G21450,,2.19,UP,14.19,0.5734,vesicle-associated membrane family protein
AT4G21450.3,AT4G21450,,10.11,DOWN,4.34,0.6968,vesicle-associated membrane family protein
AT4G21470.1,AT4G21470,FMN/FHY,1.56,DOWN,8.03,0.5875,riboflavin kinase
AT4G21560.1,AT4G21560,VPS28-1,13.27,DOWN,3.62,0.5672,vacuolar protein sorting-associated protein 28-1
AT4G21560.2,AT4G21560,VPS28-1,2.16,DOWN,4.97,0.6149,vacuolar protein sorting-associated protein 28-1
AT4G21570.1,AT4G21570,,1.06,DOWN,16.07,1,uncharacterized protein
AT4G21580.1,AT4G21580,,3541.14,UP,5.45,0.5672,putative NADPH quinone oxidoreductase
AT4G21620.1,AT4G21620,,1.43,DOWN,176.22,0.4290,glycine-rich protein
AT4G21620.2,AT4G21620,,4.91,DOWN,134.36,0.4777,glycine-rich protein
AT4G21660.1,AT4G21660,,4.09,UP,9.03,0.5416,splicing factor 3B subunit 2
AT4G21720.1,AT4G21720,,1.87,UP,5.69,0.7512,uncharacterized protein
AT4G21740.1,AT4G21740,,1.51,UP,21.41,0.8041,uncharacterized protein
AT4G21750.2,AT4G21750,ATML1,2.25,UP,9.96,0.0273,homeobox-leucine zipper protein MERISTEM L1
AT4G21790.1,AT4G21790,TOM1,1.86,DOWN,15.77,0.3008,tobamovirus multiplication protein 1
AT4G21810.1,AT4G21810,DER2.1,1.81,DOWN,26.44,0.2381,derlin-2.1
AT4G21850.1,AT4G21850,MSRB9,2.98,DOWN,34.80,0.0444,peptide methionine sulfoxide reductase B9
AT4G21860.1,AT4G21860,MSRB2,3.02,UP,11.46,0.7876,peptide methionine sulfoxide reductase B2
AT4G21860.3,AT4G21860,MSRB2,1.54,DOWN,54.70,0.5672,peptide methionine sulfoxide reductase B2
AT4G21870.1,AT4G21870,,1.32,UP,28.09,0.8591,heat shock protein class V 15.4
AT4G21960.1,AT4G21960,PRXR1,1.13,UP,524.35,0.0369,peroxidase 42
AT4G21980.1,AT4G21980,ATG8A,1.90,DOWN,17.72,0.5945,autophagy-related protein 8a
AT4G22000.1,AT4G22000,,1.91,UP,17.68,0.5139,uncharacterized protein
AT4G22010.1,AT4G22010,sks4,1.41,DOWN,10.71,0.5128,protein SKU5 similar 4
AT4G22140.1,AT4G22140,EBS,360.83,UP,4.06,0.6289,PHD finger and bromo-adjacent homology domain-containing protein
AT4G22140.2,AT4G22140,EBS,1.54,DOWN,5.84,0.8904,PHD finger and bromo-adjacent homology domain-containing protein
AT4G22150.1,AT4G22150,PUX3,1.35,UP,8.48,0.8436,plant UBX domain-containing protein 3
AT4G22160.1,AT4G22160,,1.58,DOWN,8.06,0.8787,uncharacterized protein
AT4G22190.1,AT4G22190,,3.09,DOWN,25.04,0.0021,uncharacterized protein
AT4G22212.1,AT4G22212,,2.09,DOWN,109.37,0.0748,defensin-like protein 98
AT4G22220.1,AT4G22220,ISU1,1.29,UP,54.89,0.5672,SufE/NifU family protein
AT4G22230.1,AT4G22230,,101.57,DOWN,4.28,0.7649,defensin-like protein 96
AT4G22230.2,AT4G22230,,2.89,DOWN,12.61,0.7304,defensin-like protein 96
AT4G22240.1,AT4G22240,,1.13,UP,87.62,0.6799,putative plastid-lipid-associated protein 2
AT4G22260.1,AT4G22260,IM,9.13,DOWN,5.80,0.1424,alternative oxidase 4
